Beg.Time.s.,End.Time..s.,Value,win,Time,Subject,Equipment,DominantSide,TimeAdjusted
11699.5,11700.5,63.57409327,20,200,Subj715,Ladder,DM,160
12299.5,12300.5,62.73827468,21,210,Subj715,Ladder,DM,170
12899.5,12900.5,61.99887253,22,220,Subj715,Ladder,DM,180
13499.5,13500.5,62.16159176,23,230,Subj715,Ladder,DM,190
14099.5,14100.5,60.75747691,24,240,Subj715,Ladder,DM,200
14699.5,14700.5,60.6005797,25,250,Subj715,Ladder,DM,210
15299.5,15300.5,58.67351033,26,260,Subj715,Ladder,DM,220
15899.5,15900.5,58.83510715,27,270,Subj715,Ladder,DM,230
16499.5,16500.5,60.81418818,28,280,Subj715,Ladder,DM,240
17099.5,17100.5,60.05712732,29,290,Subj715,Ladder,DM,250
17699.5,17700.5,61.94670681,30,300,Subj715,Ladder,DM,260
18299.5,18300.5,60.48359168,31,310,Subj715,Ladder,DM,270
18899.5,18900.5,62.879834,32,320,Subj715,Ladder,DM,280
19499.5,19500.5,64.89327673,33,330,Subj715,Ladder,DM,290
20099.5,20100.5,67.30312618,34,340,Subj715,Ladder,DM,300
20699.5,20700.5,67.24413203,35,350,Subj715,Ladder,DM,310
21299.5,21300.5,69.78488376,36,360,Subj715,Ladder,DM,320
21899.5,21900.5,72.26999416,37,370,Subj715,Ladder,DM,330
22499.5,22500.5,71.19984086,38,380,Subj715,Ladder,DM,340
23099.5,23100.5,71.93496738,39,390,Subj715,Ladder,DM,350
23699.5,23700.5,70.10085157,40,400,Subj715,Ladder,DM,360
24299.5,24300.5,72.14321333,41,410,Subj715,Ladder,DM,370
24899.5,24900.5,68.77403453,42,420,Subj715,Ladder,DM,380
25499.5,25500.5,67.37493429,43,430,Subj715,Ladder,DM,390
26099.5,26100.5,68.3404165,44,440,Subj715,Ladder,DM,400
26699.5,26700.5,64.33866597,45,450,Subj715,Ladder,DM,410
27299.5,27300.5,64.253743,46,460,Subj715,Ladder,DM,420
27899.5,27900.5,66.50418714,47,470,Subj715,Ladder,DM,430
28499.5,28500.5,62.45328958,48,480,Subj715,Ladder,DM,440
29099.5,29100.5,57.38999966,49,490,Subj715,Ladder,DM,450
2699.5,2700.5,69.09994937,5,50,Subj715,Ladder,ND,10
3299.5,3300.5,66.98974785,6,60,Subj715,Ladder,ND,20
3899.5,3900.5,74.33771989,7,70,Subj715,Ladder,ND,30
4499.5,4500.5,64.03833031,8,80,Subj715,Ladder,ND,40
5099.5,5100.5,63.59143802,9,90,Subj715,Ladder,ND,50
5699.5,5700.5,64.1349974,10,100,Subj715,Ladder,ND,60
6299.5,6300.5,66.76474409,11,110,Subj715,Ladder,ND,70
6899.5,6900.5,65.77093661,12,120,Subj715,Ladder,ND,80
7499.5,7500.5,64.88799189,13,130,Subj715,Ladder,ND,90
8099.5,8100.5,69.99020956,14,140,Subj715,Ladder,ND,100
10499.5,10500.5,66.00059968,18,180,Subj715,Ladder,ND,140
11099.5,11100.5,67.65696405,19,190,Subj715,Ladder,ND,150
11699.5,11700.5,64.16294971,20,200,Subj715,Ladder,ND,160
12299.5,12300.5,64.07980227,21,210,Subj715,Ladder,ND,170
12899.5,12900.5,63.51555521,22,220,Subj715,Ladder,ND,180
13499.5,13500.5,64.14662822,23,230,Subj715,Ladder,ND,190
14099.5,14100.5,64.45994075,24,240,Subj715,Ladder,ND,200
14699.5,14700.5,61.81132639,25,250,Subj715,Ladder,ND,210
15299.5,15300.5,63.72215067,26,260,Subj715,Ladder,ND,220
15899.5,15900.5,66.47789459,27,270,Subj715,Ladder,ND,230
16499.5,16500.5,73.69659221,28,280,Subj715,Ladder,ND,240
17099.5,17100.5,78.0199864,29,290,Subj715,Ladder,ND,250
17699.5,17700.5,82.65934328,30,300,Subj715,Ladder,ND,260
18299.5,18300.5,81.09107992,31,310,Subj715,Ladder,ND,270
18899.5,18900.5,80.77884346,32,320,Subj715,Ladder,ND,280
19499.5,19500.5,81.52078364,33,330,Subj715,Ladder,ND,290
20099.5,20100.5,76.65744626,34,340,Subj715,Ladder,ND,300
20699.5,20700.5,74.68174109,35,350,Subj715,Ladder,ND,310
21299.5,21300.5,75.10641381,36,360,Subj715,Ladder,ND,320
21899.5,21900.5,76.16181594,37,370,Subj715,Ladder,ND,330
22499.5,22500.5,75.53338346,38,380,Subj715,Ladder,ND,340
23099.5,23100.5,73.75859821,39,390,Subj715,Ladder,ND,350
23699.5,23700.5,73.7403556,40,400,Subj715,Ladder,ND,360
24299.5,24300.5,73.09806117,41,410,Subj715,Ladder,ND,370
24899.5,24900.5,72.18755376,42,420,Subj715,Ladder,ND,380
25499.5,25500.5,70.49844597,43,430,Subj715,Ladder,ND,390
26099.5,26100.5,68.99959969,44,440,Subj715,Ladder,ND,400
26699.5,26700.5,64.88248987,45,450,Subj715,Ladder,ND,410
27299.5,27300.5,65.44998594,46,460,Subj715,Ladder,ND,420
27899.5,27900.5,64.26166981,47,470,Subj715,Ladder,ND,430
28499.5,28500.5,62.3321245,48,480,Subj715,Ladder,ND,440
29099.5,29100.5,62.89787009,49,490,Subj715,Ladder,ND,450
1499.5,1500.5,49.34394916,3,30,Subj716,Ladder,DM,10
2099.5,2100.5,49.42599773,4,40,Subj716,Ladder,DM,20
2699.5,2700.5,48.69987648,5,50,Subj716,Ladder,DM,30
3299.5,3300.5,47.81768639,6,60,Subj716,Ladder,DM,40
3899.5,3900.5,49.62531219,7,70,Subj716,Ladder,DM,50
4499.5,4500.5,48.42717227,8,80,Subj716,Ladder,DM,60
5099.5,5100.5,50.1176656,9,90,Subj716,Ladder,DM,70
5699.5,5700.5,48.26023501,10,100,Subj716,Ladder,DM,80
6299.5,6300.5,48.55838554,11,110,Subj716,Ladder,DM,90
6899.5,6900.5,48.08778992,12,120,Subj716,Ladder,DM,100
7499.5,7500.5,46.87730282,13,130,Subj716,Ladder,DM,110
8099.5,8100.5,48.38325796,14,140,Subj716,Ladder,DM,120
10499.5,10500.5,47.57438255,18,180,Subj716,Ladder,DM,160
11099.5,11100.5,48.06989456,19,190,Subj716,Ladder,DM,170
11699.5,11700.5,49.91121641,20,200,Subj716,Ladder,DM,180
12299.5,12300.5,50.95216377,21,210,Subj716,Ladder,DM,190
12899.5,12900.5,49.63614645,22,220,Subj716,Ladder,DM,200
13499.5,13500.5,49.42100685,23,230,Subj716,Ladder,DM,210
14099.5,14100.5,57.65759745,24,240,Subj716,Ladder,DM,220
14699.5,14700.5,57.51282737,25,250,Subj716,Ladder,DM,230
15299.5,15300.5,54.27715834,26,260,Subj716,Ladder,DM,240
15899.5,15900.5,54.85571346,27,270,Subj716,Ladder,DM,250
16499.5,16500.5,54.390939,28,280,Subj716,Ladder,DM,260
17099.5,17100.5,52.90886481,29,290,Subj716,Ladder,DM,270
17699.5,17700.5,52.96334923,30,300,Subj716,Ladder,DM,280
18299.5,18300.5,51.36157009,31,310,Subj716,Ladder,DM,290
18899.5,18900.5,53.22365922,32,320,Subj716,Ladder,DM,300
19499.5,19500.5,53.63343201,33,330,Subj716,Ladder,DM,310
20099.5,20100.5,54.60469879,34,340,Subj716,Ladder,DM,320
20699.5,20700.5,52.70913645,35,350,Subj716,Ladder,DM,330
21299.5,21300.5,55.62189593,36,360,Subj716,Ladder,DM,340
21899.5,21900.5,54.36028026,37,370,Subj716,Ladder,DM,350
22499.5,22500.5,54.81523679,38,380,Subj716,Ladder,DM,360
23099.5,23100.5,53.69863669,39,390,Subj716,Ladder,DM,370
23699.5,23700.5,53.21999134,40,400,Subj716,Ladder,DM,380
24299.5,24300.5,50.18614201,41,410,Subj716,Ladder,DM,390
24899.5,24900.5,48.92925555,42,420,Subj716,Ladder,DM,400
25499.5,25500.5,49.56869397,43,430,Subj716,Ladder,DM,410
26099.5,26100.5,50.5517252,44,440,Subj716,Ladder,DM,420
1499.5,1500.5,50.7067754,3,30,Subj716,Ladder,ND,10
2099.5,2100.5,50.72545093,4,40,Subj716,Ladder,ND,20
2699.5,2700.5,51.5976878,5,50,Subj716,Ladder,ND,30
3299.5,3300.5,49.11726457,6,60,Subj716,Ladder,ND,40
3899.5,3900.5,51.99685836,7,70,Subj716,Ladder,ND,50
4499.5,4500.5,51.34413019,8,80,Subj716,Ladder,ND,60
5099.5,5100.5,50.93155057,9,90,Subj716,Ladder,ND,70
5699.5,5700.5,48.92604586,10,100,Subj716,Ladder,ND,80
6299.5,6300.5,48.56773869,11,110,Subj716,Ladder,ND,90
6899.5,6900.5,46.78630319,12,120,Subj716,Ladder,ND,100
7499.5,7500.5,50.03246027,13,130,Subj716,Ladder,ND,110
8099.5,8100.5,51.99271149,14,140,Subj716,Ladder,ND,120
10499.5,10500.5,52.64927883,18,180,Subj716,Ladder,ND,160
11099.5,11100.5,51.46346541,19,190,Subj716,Ladder,ND,170
11699.5,11700.5,51.65204047,20,200,Subj716,Ladder,ND,180
12299.5,12300.5,51.6200691,21,210,Subj716,Ladder,ND,190
12899.5,12900.5,50.98444839,22,220,Subj716,Ladder,ND,200
13499.5,13500.5,50.89008496,23,230,Subj716,Ladder,ND,210
14099.5,14100.5,51.76170722,24,240,Subj716,Ladder,ND,220
14699.5,14700.5,53.15187719,25,250,Subj716,Ladder,ND,230
15299.5,15300.5,54.37177891,26,260,Subj716,Ladder,ND,240
15899.5,15900.5,54.467019,27,270,Subj716,Ladder,ND,250
16499.5,16500.5,56.83695438,28,280,Subj716,Ladder,ND,260
17099.5,17100.5,54.68338237,29,290,Subj716,Ladder,ND,270
17699.5,17700.5,56.60721537,30,300,Subj716,Ladder,ND,280
18299.5,18300.5,54.60170224,31,310,Subj716,Ladder,ND,290
18899.5,18900.5,57.35337194,32,320,Subj716,Ladder,ND,300
19499.5,19500.5,51.48426865,33,330,Subj716,Ladder,ND,310
20099.5,20100.5,53.01011792,34,340,Subj716,Ladder,ND,320
20699.5,20700.5,55.73337153,35,350,Subj716,Ladder,ND,330
21299.5,21300.5,55.61416649,36,360,Subj716,Ladder,ND,340
21899.5,21900.5,55.64436425,37,370,Subj716,Ladder,ND,350
22499.5,22500.5,52.62647493,38,380,Subj716,Ladder,ND,360
23099.5,23100.5,50.65174722,39,390,Subj716,Ladder,ND,370
23699.5,23700.5,47.52390782,40,400,Subj716,Ladder,ND,380
24299.5,24300.5,45.80067827,41,410,Subj716,Ladder,ND,390
24899.5,24900.5,44.22813129,42,420,Subj716,Ladder,ND,400
2099.5,2100.5,59.81872565,4,40,Subj717,Platform,DM,10
2699.5,2700.5,65.14423772,5,50,Subj717,Platform,DM,20
3299.5,3300.5,63.97307406,6,60,Subj717,Platform,DM,30
3899.5,3900.5,64.55715059,7,70,Subj717,Platform,DM,40
4499.5,4500.5,61.64248417,8,80,Subj717,Platform,DM,50
5099.5,5100.5,59.96771166,9,90,Subj717,Platform,DM,60
5699.5,5700.5,62.43267252,10,100,Subj717,Platform,DM,70
6299.5,6300.5,63.69789721,11,110,Subj717,Platform,DM,80
6899.5,6900.5,64.37766456,12,120,Subj717,Platform,DM,90
9299.5,9300.5,58.32720976,16,160,Subj717,Platform,DM,130
9899.5,9900.5,61.52996154,17,170,Subj717,Platform,DM,140
10499.5,10500.5,59.33138917,18,180,Subj717,Platform,DM,150
11099.5,11100.5,60.20557668,19,190,Subj717,Platform,DM,160
11699.5,11700.5,61.09082583,20,200,Subj717,Platform,DM,170
12299.5,12300.5,63.91392063,21,210,Subj717,Platform,DM,180
12899.5,12900.5,61.17789302,22,220,Subj717,Platform,DM,190
13499.5,13500.5,60.57970883,23,230,Subj717,Platform,DM,200
14099.5,14100.5,60.00099014,24,240,Subj717,Platform,DM,210
14699.5,14700.5,58.17996747,25,250,Subj717,Platform,DM,220
15299.5,15300.5,58.03413886,26,260,Subj717,Platform,DM,230
15899.5,15900.5,60.03673779,27,270,Subj717,Platform,DM,240
16499.5,16500.5,58.62099212,28,280,Subj717,Platform,DM,250
17099.5,17100.5,59.98219821,29,290,Subj717,Platform,DM,260
17699.5,17700.5,58.59741677,30,300,Subj717,Platform,DM,270
18299.5,18300.5,60.74902047,31,310,Subj717,Platform,DM,280
18899.5,18900.5,61.08965144,32,320,Subj717,Platform,DM,290
19499.5,19500.5,60.9220757,33,330,Subj717,Platform,DM,300
20099.5,20100.5,61.80955705,34,340,Subj717,Platform,DM,310
20699.5,20700.5,61.35646104,35,350,Subj717,Platform,DM,320
21299.5,21300.5,59.75486867,36,360,Subj717,Platform,DM,330
21899.5,21900.5,61.97413544,37,370,Subj717,Platform,DM,340
22499.5,22500.5,59.23276816,38,380,Subj717,Platform,DM,350
23099.5,23100.5,61.7056556,39,390,Subj717,Platform,DM,360
23699.5,23700.5,62.78270626,40,400,Subj717,Platform,DM,370
24299.5,24300.5,62.47752276,41,410,Subj717,Platform,DM,380
24899.5,24900.5,62.03115594,42,420,Subj717,Platform,DM,390
25499.5,25500.5,62.69806545,43,430,Subj717,Platform,DM,400
26099.5,26100.5,63.25285915,44,440,Subj717,Platform,DM,410
26699.5,26700.5,63.98626239,45,450,Subj717,Platform,DM,420
27299.5,27300.5,63.09515759,46,460,Subj717,Platform,DM,430
27899.5,27900.5,64.06614594,47,470,Subj717,Platform,DM,440
28499.5,28500.5,60.65913642,48,480,Subj717,Platform,DM,450
2099.5,2100.5,65.29306117,4,40,Subj717,Platform,ND,10
2699.5,2700.5,59.70943874,5,50,Subj717,Platform,ND,20
3299.5,3300.5,59.14870174,6,60,Subj717,Platform,ND,30
3899.5,3900.5,62.37978027,7,70,Subj717,Platform,ND,40
4499.5,4500.5,59.40804733,8,80,Subj717,Platform,ND,50
5099.5,5100.5,60.73849052,9,90,Subj717,Platform,ND,60
5699.5,5700.5,60.41608807,10,100,Subj717,Platform,ND,70
6299.5,6300.5,65.5234821,11,110,Subj717,Platform,ND,80
6899.5,6900.5,63.1841857,12,120,Subj717,Platform,ND,90
9299.5,9300.5,60.89722319,16,160,Subj717,Platform,ND,130
9899.5,9900.5,68.84845727,17,170,Subj717,Platform,ND,140
10499.5,10500.5,65.15119397,18,180,Subj717,Platform,ND,150
11099.5,11100.5,65.6391351,19,190,Subj717,Platform,ND,160
11699.5,11700.5,62.00123025,20,200,Subj717,Platform,ND,170
12299.5,12300.5,63.0528053,21,210,Subj717,Platform,ND,180
12899.5,12900.5,63.41148746,22,220,Subj717,Platform,ND,190
13499.5,13500.5,63.63406332,23,230,Subj717,Platform,ND,200
14099.5,14100.5,62.75050033,24,240,Subj717,Platform,ND,210
14699.5,14700.5,62.88142183,25,250,Subj717,Platform,ND,220
15299.5,15300.5,63.47382324,26,260,Subj717,Platform,ND,230
15899.5,15900.5,62.91167975,27,270,Subj717,Platform,ND,240
16499.5,16500.5,59.54852674,28,280,Subj717,Platform,ND,250
17099.5,17100.5,60.54234092,29,290,Subj717,Platform,ND,260
17699.5,17700.5,59.66885045,30,300,Subj717,Platform,ND,270
18299.5,18300.5,61.69904393,31,310,Subj717,Platform,ND,280
18899.5,18900.5,60.75883588,32,320,Subj717,Platform,ND,290
19499.5,19500.5,60.21131527,33,330,Subj717,Platform,ND,300
20099.5,20100.5,60.23720205,34,340,Subj717,Platform,ND,310
20699.5,20700.5,60.55784903,35,350,Subj717,Platform,ND,320
21299.5,21300.5,59.39199156,36,360,Subj717,Platform,ND,330
21899.5,21900.5,57.51414073,37,370,Subj717,Platform,ND,340
22499.5,22500.5,57.4617327,38,380,Subj717,Platform,ND,350
23099.5,23100.5,61.2992652,39,390,Subj717,Platform,ND,360
23699.5,23700.5,60.62004743,40,400,Subj717,Platform,ND,370
24299.5,24300.5,61.26702942,41,410,Subj717,Platform,ND,380
24899.5,24900.5,59.01334995,42,420,Subj717,Platform,ND,390
25499.5,25500.5,59.59320423,43,430,Subj717,Platform,ND,400
1499.5,1500.5,50.87746083,3,30,Subj718,Platform,DM,10
2099.5,2100.5,53.09035248,4,40,Subj718,Platform,DM,20
2699.5,2700.5,56.12943233,5,50,Subj718,Platform,DM,30
3299.5,3300.5,54.35168577,6,60,Subj718,Platform,DM,40
3899.5,3900.5,54.23891949,7,70,Subj718,Platform,DM,50
4499.5,4500.5,52.91781146,8,80,Subj718,Platform,DM,60
5099.5,5100.5,55.22113145,9,90,Subj718,Platform,DM,70
5699.5,5700.5,53.93803604,10,100,Subj718,Platform,DM,80
6299.5,6300.5,54.88422868,11,110,Subj718,Platform,DM,90
6899.5,6900.5,53.11097793,12,120,Subj718,Platform,DM,100
9299.5,9300.5,49.75874822,16,160,Subj718,Platform,DM,140
9899.5,9900.5,51.34999937,17,170,Subj718,Platform,DM,150
10499.5,10500.5,53.82191098,18,180,Subj718,Platform,DM,160
11099.5,11100.5,54.43492378,19,190,Subj718,Platform,DM,170
11699.5,11700.5,51.24941742,20,200,Subj718,Platform,DM,180
12299.5,12300.5,54.72448975,21,210,Subj718,Platform,DM,190
12899.5,12900.5,53.94930624,22,220,Subj718,Platform,DM,200
13499.5,13500.5,52.96365158,23,230,Subj718,Platform,DM,210
14099.5,14100.5,53.72020798,24,240,Subj718,Platform,DM,220
14699.5,14700.5,55.44309067,25,250,Subj718,Platform,DM,230
15299.5,15300.5,53.6698387,26,260,Subj718,Platform,DM,240
15899.5,15900.5,55.08469907,27,270,Subj718,Platform,DM,250
16499.5,16500.5,54.30332739,28,280,Subj718,Platform,DM,260
17099.5,17100.5,55.17331753,29,290,Subj718,Platform,DM,270
17699.5,17700.5,53.90257558,30,300,Subj718,Platform,DM,280
18299.5,18300.5,53.48603381,31,310,Subj718,Platform,DM,290
18899.5,18900.5,54.45932706,32,320,Subj718,Platform,DM,300
19499.5,19500.5,54.95668728,33,330,Subj718,Platform,DM,310
20099.5,20100.5,55.67537196,34,340,Subj718,Platform,DM,320
20699.5,20700.5,54.97449166,35,350,Subj718,Platform,DM,330
21299.5,21300.5,57.02372703,36,360,Subj718,Platform,DM,340
21899.5,21900.5,55.61960455,37,370,Subj718,Platform,DM,350
22499.5,22500.5,54.39531987,38,380,Subj718,Platform,DM,360
23099.5,23100.5,53.14959142,39,390,Subj718,Platform,DM,370
23699.5,23700.5,53.61810603,40,400,Subj718,Platform,DM,380
24299.5,24300.5,53.44346328,41,410,Subj718,Platform,DM,390
24899.5,24900.5,55.40963193,42,420,Subj718,Platform,DM,400
25499.5,25500.5,52.44720655,43,430,Subj718,Platform,DM,410
26099.5,26100.5,55.27916411,44,440,Subj718,Platform,DM,420
26699.5,26700.5,56.08690714,45,450,Subj718,Platform,DM,430
27299.5,27300.5,56.3667394,46,460,Subj718,Platform,DM,440
27899.5,27900.5,57.87254398,47,470,Subj718,Platform,DM,450
1499.5,1500.5,48.0191074,3,30,Subj718,Platform,ND,10
2099.5,2100.5,47.11899287,4,40,Subj718,Platform,ND,20
2699.5,2700.5,47.66198408,5,50,Subj718,Platform,ND,30
3299.5,3300.5,47.49323864,6,60,Subj718,Platform,ND,40
3899.5,3900.5,47.83204561,7,70,Subj718,Platform,ND,50
4499.5,4500.5,47.09146977,8,80,Subj718,Platform,ND,60
5099.5,5100.5,47.10750115,9,90,Subj718,Platform,ND,70
5699.5,5700.5,45.61189962,10,100,Subj718,Platform,ND,80
6299.5,6300.5,48.21264093,11,110,Subj718,Platform,ND,90
6899.5,6900.5,46.26506801,12,120,Subj718,Platform,ND,100
9299.5,9300.5,44.69231651,16,160,Subj718,Platform,ND,140
9899.5,9900.5,45.59799234,17,170,Subj718,Platform,ND,150
10499.5,10500.5,44.40867842,18,180,Subj718,Platform,ND,160
11099.5,11100.5,44.53891119,19,190,Subj718,Platform,ND,170
11699.5,11700.5,43.73456475,20,200,Subj718,Platform,ND,180
12299.5,12300.5,45.0205495,21,210,Subj718,Platform,ND,190
12899.5,12900.5,44.18384686,22,220,Subj718,Platform,ND,200
13499.5,13500.5,45.06879087,23,230,Subj718,Platform,ND,210
14099.5,14100.5,45.48912169,24,240,Subj718,Platform,ND,220
14699.5,14700.5,44.72517592,25,250,Subj718,Platform,ND,230
15299.5,15300.5,45.43503085,26,260,Subj718,Platform,ND,240
15899.5,15900.5,46.45451869,27,270,Subj718,Platform,ND,250
16499.5,16500.5,45.6857888,28,280,Subj718,Platform,ND,260
17099.5,17100.5,46.53030374,29,290,Subj718,Platform,ND,270
17699.5,17700.5,46.07410069,30,300,Subj718,Platform,ND,280
18299.5,18300.5,46.04890914,31,310,Subj718,Platform,ND,290
18899.5,18900.5,45.05094499,32,320,Subj718,Platform,ND,300
19499.5,19500.5,45.09304711,33,330,Subj718,Platform,ND,310
20099.5,20100.5,47.59240477,34,340,Subj718,Platform,ND,320
20699.5,20700.5,46.1879833,35,350,Subj718,Platform,ND,330
21299.5,21300.5,45.7597762,36,360,Subj718,Platform,ND,340
21899.5,21900.5,45.75431902,37,370,Subj718,Platform,ND,350
22499.5,22500.5,45.14933288,38,380,Subj718,Platform,ND,360
23099.5,23100.5,44.35448226,39,390,Subj718,Platform,ND,370
23699.5,23700.5,44.71812369,40,400,Subj718,Platform,ND,380
24299.5,24300.5,46.41777323,41,410,Subj718,Platform,ND,390
